url,name,signature,description
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.diag_indices_from.html#numpy.diag_indices_from","numpy.diag_indices_from","numpy.diag_indices_from(arr)","Return the indices to access the main diagonal of an n-dimensional array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.diagflat.html#numpy.diagflat","numpy.diagflat","numpy.diagflat(v\, k=0)","Create a two-dimensional array with the flattened input as a diagonal."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.diagonal.html#numpy.diagonal","numpy.diagonal","numpy.diagonal(a\, offset=0\, axis1=0\, axis2=1)","Return specified diagonals."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.dict_append.html#numpy.distutils.misc_util.dict_append","numpy.distutils.misc_util.dict_append","numpy.distutils.misc_util.dict_append(d\, **kws)",""
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.diff.html#numpy.diff","numpy.diff","numpy.diff(a\, n=1\, axis=-1\, prepend=<no value>\, append=<no value>)","Calculate the n-th discrete difference along the given axis."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.digitize.html#numpy.digitize","numpy.digitize","numpy.digitize(x\, bins\, right=False)","Return the indices of the bins to which each value in input array belongs."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.divide.html#numpy.divide","numpy.divide","numpy.divide(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'true_divide'>","Returns a true division of the inputs\, element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.divmod.html#numpy.divmod","numpy.divmod","numpy.divmod(x1\, x2\, [out1\, out2\, ]/\, [out=(None\, None)\, ]*\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'divmod'>","Return element-wise quotient and remainder simultaneously."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.dot.html#numpy.dot","numpy.dot","numpy.dot(a\, b\, out=None)","Dot product of two arrays. Specifically\,"
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.dot.html#numpy.ma.dot","numpy.ma.dot","numpy.ma.dot(a\, b\, strict=False\, out=None)","Return the dot product of two arrays."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.dot_join.html#numpy.distutils.misc_util.dot_join","numpy.distutils.misc_util.dot_join","numpy.distutils.misc_util.dot_join(*args)",""
"https://docs.scipy.org/doc/numpy/user/basics.rec.html#numpy.lib.recfunctions.drop_fields","numpy.lib.recfunctions.append_fields","numpy.lib.recfunctions.append_fields(base\, names\, data\, dtypes=None\, fill_value=-1\, usemask=True\, asrecarray=False)","Add new fields to an existing array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.dsplit.html#numpy.dsplit","numpy.dsplit","numpy.dsplit(ary\, indices_or_sections)","Split array into multiple sub-arrays along the 3rd axis (depth)."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.dstack.html#numpy.ma.dstack","numpy.ma.dstack","numpy.ma.dstack(*args\, **kwargs) = <numpy.ma.extras._fromnxfunction_seq object>","Stack arrays in sequence depth wise (along third axis). This is equivalent to concatenation along the third axis after 2-D arrays of shape (M\,N) have been reshaped to (M\,N\,1) and 1-D arrays of shape (N\,) have been reshaped to (1\,N\,1). Rebuilds arrays divided by dsplit. This function makes most sense for arrays with up to 3 dimensions. For instance\, for pixel-data with a height (first axis)\, width (second axis)\, and r/g/b channels (third axis). The functions concatenate\, stack and block provide more general stacking and concatenation operations. "
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.dstack.html#numpy.dstack","numpy.dstack","numpy.dstack(tup)","Stack arrays in sequence depth wise (along third axis)."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.dump.html#numpy.ma.dump","numpy.ma.dump","numpy.ma.dump(a\, F)","Pickle a masked array to a file."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.dumps.html#numpy.ma.dumps","numpy.ma.dumps","numpy.ma.dumps(a)","Return a string corresponding to the pickling of a masked array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ediff1d.html#numpy.ediff1d","numpy.ediff1d","numpy.ediff1d(ary\, to_end=None\, to_begin=None)","The differences between consecutive elements of an array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.ediff1d.html#numpy.ma.ediff1d","numpy.ma.ediff1d","numpy.ma.ediff1d(arr\, to_end=None\, to_begin=None)","Compute the differences between consecutive elements of an array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.linalg.eig.html#numpy.linalg.eig","numpy.linalg.eig","numpy.linalg.eig(a)","Compute the eigenvalues and right eigenvectors of a square array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.linalg.eigh.html#numpy.linalg.eigh","numpy.linalg.eigh","numpy.linalg.eigh(a\, UPLO='L')","Return the eigenvalues and eigenvectors of a complex Hermitian (conjugate symmetric) or a real symmetric matrix."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.linalg.eigvals.html#numpy.linalg.eigvals","numpy.linalg.eigvals","numpy.linalg.eigvals(a)","Compute the eigenvalues of a general matrix."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.linalg.eigvalsh.html#numpy.linalg.eigvalsh","numpy.linalg.eigvalsh","numpy.linalg.eigvalsh(a\, UPLO='L')","Compute the eigenvalues of a complex Hermitian or real symmetric matrix."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.einsum.html#numpy.einsum","numpy.einsum","numpy.einsum(subscripts\, *operands\, out=None\, dtype=None\, order='K'\, casting='safe'\, optimize=False)","Evaluates the Einstein summation convention on the operands."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.einsum_path.html#numpy.einsum_path","numpy.einsum_path","numpy.einsum_path(subscripts\, *operands\, optimize='greedy')","Evaluates the lowest cost contraction order for an einsum expression by considering the creation of intermediate arrays."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.empty.html#numpy.ma.empty","numpy.ma.empty","numpy.ma.empty(shape\, dtype=float\, order='C') = <numpy.ma.core._convert2ma object>","Return a new array of given shape and type\, without initializing entries."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.empty.html#numpy.empty","numpy.empty","numpy.empty(shape\, dtype=float\, order='C')","Return a new array of given shape and type\, without initializing entries."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.matlib.empty.html#numpy.matlib.empty","numpy.matlib.empty","numpy.matlib.empty(shape\, dtype=None\, order='C')","Return a new matrix of given shape and type\, without initializing entries."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.empty_like.html#numpy.ma.empty_like","numpy.ma.empty_like","numpy.ma.empty_like(prototype\, dtype=None\, order='K'\, subok=True\, shape=None) = <numpy.ma.core._convert2ma object>","Return a new array with the same shape and type as a given array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.empty_like.html#numpy.empty_like","numpy.empty_like","numpy.empty_like(prototype\, dtype=None\, order='K'\, subok=True\, shape=None)","Return a new array with the same shape and type as a given array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.encode.html#numpy.char.encode","numpy.char.encode","numpy.char.encode(a\, encoding=None\, errors=None)","Calls str.encode element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.endswith.html#numpy.char.endswith","numpy.char.endswith","numpy.char.endswith(a\, suffix\, start=0\, end=None)","Returns a boolean array which is True where the string element in a ends with suffix\, otherwise False."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.equal.html#numpy.equal","numpy.equal","numpy.equal(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'equal'>","Return (x1 == x2) element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.equal.html#numpy.char.equal","numpy.char.equal","numpy.char.equal(x1\, x2)","Return (x1 == x2) element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.exp.html#numpy.exp","numpy.exp","numpy.exp(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'exp'>","Calculate the exponential of all elements in the input array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.exp2.html#numpy.exp2","numpy.exp2","numpy.exp2(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'exp2'>","Calculate 2**p for all p in the input array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.expand_dims.html#numpy.expand_dims","numpy.expand_dims","numpy.expand_dims(a\, axis)","Expand the shape of an array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.expand_dims.html#numpy.ma.expand_dims","numpy.ma.expand_dims","numpy.ma.expand_dims(a\, axis)","Expand the shape of an array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.expandtabs.html#numpy.char.expandtabs","numpy.char.expandtabs","numpy.char.expandtabs(a\, tabsize=8)","Return a copy of each string element where all tab characters are replaced by one or more spaces."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.expm1.html#numpy.expm1","numpy.expm1","numpy.expm1(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'expm1'>","Calculate exp(x) - 1 for all elements in the array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.extract.html#numpy.extract","numpy.extract","numpy.extract(condition\, arr)","Return the elements of an array that satisfy some condition."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.eye.html#numpy.eye","numpy.eye","numpy.eye(N\, M=None\, k=0\, dtype=<class 'float'>\, order='C')","Return a 2-D array with ones on the diagonal and zeros elsewhere."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.matlib.eye.html#numpy.matlib.eye","numpy.matlib.eye","numpy.matlib.eye(n\, M=None\, k=0\, dtype=<class 'float'>\, order='C')","Return a matrix with ones on the diagonal and zeros elsewhere."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fabs.html#numpy.fabs","numpy.fabs","numpy.fabs(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'fabs'>","Compute the absolute values element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fft.fft.html#numpy.fft.fft","numpy.fft.fft","numpy.fft.fft(a\, n=None\, axis=-1\, norm=None)","Compute the one-dimensional discrete Fourier Transform."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fft.fft2.html#numpy.fft.fft2","numpy.fft.fft2","numpy.fft.fft2(a\, s=None\, axes=(-2\, -1)\, norm=None)","Compute the 2-dimensional discrete Fourier Transform"
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fft.fftfreq.html#numpy.fft.fftfreq","numpy.fft.fftfreq","numpy.fft.fftfreq(n\, d=1.0)","Return the Discrete Fourier Transform sample frequencies."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fft.fftn.html#numpy.fft.fftn","numpy.fft.fftn","numpy.fft.fftn(a\, s=None\, axes=None\, norm=None)","Compute the N-dimensional discrete Fourier Transform."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fft.fftshift.html#numpy.fft.fftshift","numpy.fft.fftshift","numpy.fft.fftshift(x\, axes=None)","Shift the zero-frequency component to the center of the spectrum."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fill_diagonal.html#numpy.fill_diagonal","numpy.fill_diagonal","numpy.fill_diagonal(a\, val\, wrap=False)","Fill the main diagonal of the given array of any dimensionality."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.filled.html#numpy.ma.filled","numpy.ma.filled","numpy.ma.filled(a\, fill_value=None)","Return input as an array with masked data replaced by a fill value."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.filter_sources.html#numpy.distutils.misc_util.filter_sources","numpy.distutils.misc_util.filter_sources","numpy.distutils.misc_util.filter_sources(sources)","Return four lists of filenames containing C\, C++\, Fortran\, and Fortran 90 module sources\, respectively."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.find.html#numpy.char.find","numpy.char.find","numpy.char.find(a\, sub\, start=0\, end=None)","For each element\, return the lowest index in the string where substring sub is found."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.find_common_type.html#numpy.find_common_type","numpy.find_common_type","numpy.find_common_type(array_types\, scalar_types)","Determine common type following standard coercion rules."
"https://docs.scipy.org/doc/numpy/user/basics.rec.html#numpy.lib.recfunctions.find_duplicates","numpy.lib.recfunctions.append_fields","numpy.lib.recfunctions.append_fields(base\, names\, data\, dtypes=None\, fill_value=-1\, usemask=True\, asrecarray=False)","Add new fields to an existing array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fix.html#numpy.fix","numpy.fix","numpy.fix(x\, out=None)","Round to nearest integer towards zero."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.fix_invalid.html#numpy.ma.fix_invalid","numpy.ma.fix_invalid","numpy.ma.fix_invalid(a\, mask=False\, copy=True\, fill_value=None)","Return input with invalid data masked and replaced by a fill value."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.flatnonzero.html#numpy.flatnonzero","numpy.flatnonzero","numpy.flatnonzero(a)","Return indices that are non-zero in the flattened version of a."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.flatnotmasked_contiguous.html#numpy.ma.flatnotmasked_contiguous","numpy.ma.flatnotmasked_contiguous","numpy.ma.flatnotmasked_contiguous(a)","Find contiguous unmasked data in a masked array along the given axis."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.flatnotmasked_edges.html#numpy.ma.flatnotmasked_edges","numpy.ma.flatnotmasked_edges","numpy.ma.flatnotmasked_edges(a)","Find the indices of the first and last unmasked values."
"https://docs.scipy.org/doc/numpy/user/basics.rec.html#numpy.lib.recfunctions.flatten_descr","numpy.lib.recfunctions.append_fields","numpy.lib.recfunctions.append_fields(base\, names\, data\, dtypes=None\, fill_value=-1\, usemask=True\, asrecarray=False)","Add new fields to an existing array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.flip.html#numpy.flip","numpy.flip","numpy.flip(m\, axis=None)","Reverse the order of elements in an array along the given axis."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fliplr.html#numpy.fliplr","numpy.fliplr","numpy.fliplr(m)","Flip array in the left/right direction."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.flipud.html#numpy.flipud","numpy.flipud","numpy.flipud(m)","Flip array in the up/down direction."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.float_power.html#numpy.float_power","numpy.float_power","numpy.float_power(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'float_power'>","First array elements raised to powers from second array\, element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.floor.html#numpy.floor","numpy.floor","numpy.floor(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'floor'>","Return the floor of the input\, element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.floor_divide.html#numpy.floor_divide","numpy.floor_divide","numpy.floor_divide(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'floor_divide'>","Return the largest integer smaller or equal to the division of the inputs. It is equivalent to the Python // operator and pairs with the Python % (remainder)\, function so that a = a % b + b * (a // b) up to roundoff."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fmax.html#numpy.fmax","numpy.fmax","numpy.fmax(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'fmax'>","Element-wise maximum of array elements."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fmin.html#numpy.fmin","numpy.fmin","numpy.fmin(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'fmin'>","Element-wise minimum of array elements."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fmod.html#numpy.fmod","numpy.fmod","numpy.fmod(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'fmod'>","Return the element-wise remainder of division."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.format_float_positional.html#numpy.format_float_positional","numpy.format_float_positional","numpy.format_float_positional(x\, precision=None\, unique=True\, fractional=True\, trim='k'\, sign=False\, pad_left=None\, pad_right=None)","Format a floating-point scalar as a decimal string in positional notation."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.format_float_scientific.html#numpy.format_float_scientific","numpy.format_float_scientific","numpy.format_float_scientific(x\, precision=None\, unique=True\, trim='k'\, sign=False\, pad_left=None\, exp_digits=None)","Format a floating-point scalar as a decimal string in scientific notation."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.frexp.html#numpy.frexp","numpy.frexp","numpy.frexp(x\, [out1\, out2\, ]/\, [out=(None\, None)\, ]*\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'frexp'>","Decompose the elements of x into mantissa and twos exponent."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.core.records.fromarrays.html#numpy.core.records.fromarrays","numpy.core.records.fromarrays","numpy.core.records.fromarrays(arrayList\, dtype=None\, shape=None\, formats=None\, names=None\, titles=None\, aligned=False\, byteorder=None)","create a record array from a (flat) list of arrays"
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.frombuffer.html#numpy.ma.frombuffer","numpy.ma.frombuffer","numpy.ma.frombuffer(buffer\, dtype=float\, count=-1\, offset=0) = <numpy.ma.core._convert2ma object>","Interpret a buffer as a 1-dimensional array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.frombuffer.html#numpy.frombuffer","numpy.frombuffer","numpy.frombuffer(buffer\, dtype=float\, count=-1\, offset=0)","Interpret a buffer as a 1-dimensional array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fromfile.html#numpy.fromfile","numpy.fromfile","numpy.fromfile(file\, dtype=float\, count=-1\, sep=''\, offset=0)","Construct an array from data in a text or binary file."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.core.records.fromfile.html#numpy.core.records.fromfile","numpy.core.records.fromfile","numpy.core.records.fromfile(fd\, dtype=None\, shape=None\, offset=0\, formats=None\, names=None\, titles=None\, aligned=False\, byteorder=None)","Create an array from binary file data"
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.fromfunction.html#numpy.ma.fromfunction","numpy.ma.fromfunction","numpy.ma.fromfunction(function\, shape\, **kwargs) = <numpy.ma.core._convert2ma object>","Construct an array by executing a function over each coordinate."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fromfunction.html#numpy.fromfunction","numpy.fromfunction","numpy.fromfunction(function\, shape\, **kwargs)","Construct an array by executing a function over each coordinate."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fromiter.html#numpy.fromiter","numpy.fromiter","numpy.fromiter(iterable\, dtype\, count=-1)","Create a new 1-dimensional array from an iterable object."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.frompyfunc.html#numpy.frompyfunc","numpy.frompyfunc","numpy.frompyfunc(func\, nin\, nout)","Takes an arbitrary Python function and returns a NumPy ufunc."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.core.records.fromrecords.html#numpy.core.records.fromrecords","numpy.core.records.fromrecords","numpy.core.records.fromrecords(recList\, dtype=None\, shape=None\, formats=None\, names=None\, titles=None\, aligned=False\, byteorder=None)","create a recarray from a list of records in text form"
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fromregex.html#numpy.fromregex","numpy.fromregex","numpy.fromregex(file\, regexp\, dtype\, encoding=None)","Construct an array from a text file\, using regular expression parsing."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fromstring.html#numpy.fromstring","numpy.fromstring","numpy.fromstring(string\, dtype=float\, count=-1\, sep='')","A new 1-D array initialized from text data in a string."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.core.records.fromstring.html#numpy.core.records.fromstring","numpy.core.records.fromstring","numpy.core.records.fromstring(datastring\, dtype=None\, shape=None\, offset=0\, formats=None\, names=None\, titles=None\, aligned=False\, byteorder=None)","create a (read-only) record array from binary data contained in a string"
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.full.html#numpy.full","numpy.full","numpy.full(shape\, fill_value\, dtype=None\, order='C')","Return a new array of given shape and type\, filled with fill_value."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.full_like.html#numpy.full_like","numpy.full_like","numpy.full_like(a\, fill_value\, dtype=None\, order='K'\, subok=True\, shape=None)","Return a full array with the same shape and type as a given array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.fv.html#numpy.fv","numpy.fv","numpy.fv(rate\, nper\, pmt\, pv\, when='end')","Compute the future value."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.gcd.html#numpy.gcd","numpy.gcd","numpy.gcd(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'gcd'>","Returns the greatest common divisor of |x1| and |x2|"
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.generate_config_py.html#numpy.distutils.misc_util.generate_config_py","numpy.distutils.misc_util.generate_config_py","numpy.distutils.misc_util.generate_config_py(target)","Generate config.py file containing system_info information used during building the package."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.genfromtxt.html#numpy.genfromtxt","numpy.genfromtxt","numpy.genfromtxt(fname\, dtype=<class 'float'>\, comments='#'\, delimiter=None\, skip_header=0\, skip_footer=0\, converters=None\, missing_values=None\, filling_values=None\, usecols=None\, names=None\, excludelist=None\, deletechars=""" !#$%&'()*+\, -./:;<=>?@[\]^{|}~"""\, replace_space='_'\, autostrip=False\, case_sensitive=True\, defaultfmt='f%i'\, unpack=None\, usemask=False\, loose=True\, invalid_raise=True\, max_rows=None\, encoding='bytes')","Load data from a text file\, with missing values handled as specified."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.geomspace.html#numpy.geomspace","numpy.geomspace","numpy.geomspace(start\, stop\, num=50\, endpoint=True\, dtype=None\, axis=0)","Return numbers spaced evenly on a log scale (a geometric progression)."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.get_cmd.html#numpy.distutils.misc_util.get_cmd","numpy.distutils.misc_util.get_cmd","numpy.distutils.misc_util.get_cmd(cmdname\, _cache={})",""
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.get_dependencies.html#numpy.distutils.misc_util.get_dependencies","numpy.distutils.misc_util.get_dependencies","numpy.distutils.misc_util.get_dependencies(sources)",""
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.get_ext_source_files.html#numpy.distutils.misc_util.get_ext_source_files","numpy.distutils.misc_util.get_ext_source_files","numpy.distutils.misc_util.get_ext_source_files(ext)",""
"https://docs.scipy.org/doc/numpy/user/basics.rec.html#numpy.lib.recfunctions.get_fieldstructure","numpy.lib.recfunctions.append_fields","numpy.lib.recfunctions.append_fields(base\, names\, data\, dtypes=None\, fill_value=-1\, usemask=True\, asrecarray=False)","Add new fields to an existing array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.system_info.get_info.html#numpy.distutils.system_info.get_info","numpy.distutils.system_info.get_info","numpy.distutils.system_info.get_info(name\, notfound_action=0)","notfound_action: 0 - do nothing 1 - display warning message 2 - raise error "
"https://docs.scipy.org/doc/numpy/user/basics.rec.html#numpy.lib.recfunctions.get_names","numpy.lib.recfunctions.append_fields","numpy.lib.recfunctions.append_fields(base\, names\, data\, dtypes=None\, fill_value=-1\, usemask=True\, asrecarray=False)","Add new fields to an existing array."
"https://docs.scipy.org/doc/numpy/user/basics.rec.html#numpy.lib.recfunctions.get_names_flat","numpy.lib.recfunctions.append_fields","numpy.lib.recfunctions.append_fields(base\, names\, data\, dtypes=None\, fill_value=-1\, usemask=True\, asrecarray=False)","Add new fields to an existing array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.get_numpy_include_dirs.html#numpy.distutils.misc_util.get_numpy_include_dirs","numpy.distutils.misc_util.get_numpy_include_dirs","numpy.distutils.misc_util.get_numpy_include_dirs()",""
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.get_printoptions.html#numpy.get_printoptions","numpy.get_printoptions","numpy.get_printoptions()","Return the current print options."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.get_script_files.html#numpy.distutils.misc_util.get_script_files","numpy.distutils.misc_util.get_script_files","numpy.distutils.misc_util.get_script_files(scripts)",""
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.system_info.get_standard_file.html#numpy.distutils.system_info.get_standard_file","numpy.distutils.system_info.get_standard_file","numpy.distutils.system_info.get_standard_file(fname)","Returns a list of files named ‘fname’ from 1) System-wide directory (directory-location of this module) 2) Users HOME directory (os.environ[‘HOME’]) 3) Local directory"
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.getbufsize.html#numpy.getbufsize","numpy.getbufsize","numpy.getbufsize()","Return the size of the buffer used in ufuncs."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.getdata.html#numpy.ma.getdata","numpy.ma.getdata","numpy.ma.getdata(a\, subok=True)","Return the data of a masked array as an ndarray."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.polynomial.polyutils.getdomain.html#numpy.polynomial.polyutils.getdomain","numpy.polynomial.polyutils.getdomain","numpy.polynomial.polyutils.getdomain(x)","Return a domain suitable for given abscissae."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.geterr.html#numpy.geterr","numpy.geterr","numpy.geterr()","Get the current way of handling floating-point errors."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.geterrcall.html#numpy.geterrcall","numpy.geterrcall","numpy.geterrcall()","Return the current callback function used on floating-point errors."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.geterrobj.html#numpy.geterrobj","numpy.geterrobj","numpy.geterrobj()","Return the current object that defines floating-point error handling."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.getmask.html#numpy.ma.getmask","numpy.ma.getmask","numpy.ma.getmask(a)","Return the mask of a masked array\, or nomask."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.getmaskarray.html#numpy.ma.getmaskarray","numpy.ma.getmaskarray","numpy.ma.getmaskarray(arr)","Return the mask of a masked array\, or full boolean array of False."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.gradient.html#numpy.gradient","numpy.gradient","numpy.gradient(f\, *varargs\, **kwargs)","Return the gradient of an N-dimensional array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.greater.html#numpy.greater","numpy.greater","numpy.greater(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'greater'>","Return the truth value of (x1 > x2) element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.greater.html#numpy.char.greater","numpy.char.greater","numpy.char.greater(x1\, x2)","Return (x1 > x2) element-wise."
